SECTION,Division,Group,Class,Sub Class,Lowest Code,Full Code,Description,Section Description,Division Description,Group Description,Class Description,Sub Class Description,Broad Industry Group
L,68,68.2,NA,NA,NA,68200,Renting and operating of own or leased real estate,REAL ESTATE ACTIVITIES,Real estate activities,Renting and operating of own or leased real estate,NA,NA,REAL ESTATE ACTIVITIES
L,68,68.2,68.20,NA,NA,68200,Renting and operating of own or leased real estate,REAL ESTATE ACTIVITIES,Real estate activities,Renting and operating of own or leased real estate,Renting and operating of own or leased real estate,NA,REAL ESTATE ACTIVITIES
L,68,68.2,68.20,68.20/1,NA,68201,Renting and operating of Housing Association real estate,REAL ESTATE ACTIVITIES,Real estate activities,Renting and operating of own or leased real estate,Renting and operating of own or leased real estate,Renting and operating of Housing Association real estate,REAL ESTATE ACTIVITIES
L,68,68.2,68.20,68.20/2,NA,68202,Letting and operating of conference and exhibition centres,REAL ESTATE ACTIVITIES,Real estate activities,Renting and operating of own or leased real estate,Renting and operating of own or leased real estate,Letting and operating of conference and exhibition centres,REAL ESTATE ACTIVITIES
L,68,68.2,68.20,68.20/9,NA,68209,Letting and operating of own or leased real estate (other than Housing Association real estate and conference and exhibition services) n.e.c.,REAL ESTATE ACTIVITIES,Real estate activities,Renting and operating of own or leased real estate,Renting and operating of own or leased real estate,Letting and operating of own or leased real estate (other than Housing Association real estate and conference and exhibition services) n.e.c.,REAL ESTATE ACTIVITIES
L,68,68.3,NA,NA,NA,68300,Real estate activities on a fee or contract basis,REAL ESTATE ACTIVITIES,Real estate activities,Real estate activities on a fee or contract basis,NA,NA,REAL ESTATE ACTIVITIES
L,68,68.3,68.31,NA,NA,68310,Real estate agencies,REAL ESTATE ACTIVITIES,Real estate activities,Real estate activities on a fee or contract basis,Real estate agencies,NA,REAL ESTATE ACTIVITIES
L,68,68.3,68.32,NA,NA,68320,Management of real estate on a fee or contract basis,REAL ESTATE ACTIVITIES,Real estate activities,Real estate activities on a fee or contract basis,Management of real estate on a fee or contract basis,NA,REAL ESTATE ACTIVITIES
M,NA,NA,NA,NA,NA,NA,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",Real estate activities,Real estate activities on a fee or contract basis,Management of real estate on a fee or contract basis,NA,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
M,69,NA,NA,NA,NA,69000,Legal and accounting activities,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",Legal and accounting activities,NA,NA,NA,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
M,69,69.1,NA,NA,NA,69100,Legal activities,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",Legal and accounting activities,Legal activities,NA,NA,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
M,69,69.1,69.10,NA,NA,69100,Legal activities,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",Legal and accounting activities,Legal activities,Legal activities,NA,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
M,69,69.1,69.10,69.10/1,NA,69101,Barristers at law,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",Legal and accounting activities,Legal activities,Legal activities,Barristers at law,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
M,69,69.1,69.10,69.10/2,NA,69102,Solicitors,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",Legal and accounting activities,Legal activities,Legal activities,Solicitors,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
M,69,69.1,69.10,69.10/9,NA,69109,Activities of patent and copyright agents; other legal activities (other than those of barristers and solicitors) n.e.c.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",Legal and accounting activities,Legal activities,Legal activities,Activities of patent and copyright agents; other legal activities (other than those of barristers and solicitors) n.e.c.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
M,69,69.2,NA,NA,NA,69200,"Accounting, bookkeeping and auditing activities; tax consultancy","PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",Legal and accounting activities,"Accounting, bookkeeping and auditing activities; tax consultancy",NA,NA,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
M,69,69.2,69.20,NA,NA,69200,"Accounting, bookkeeping and auditing activities; tax consultancy","PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",Legal and accounting activities,"Accounting, bookkeeping and auditing activities; tax consultancy","Accounting, bookkeeping and auditing activities; tax consultancy",NA,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
M,69,69.2,69.20,69.20/1,NA,69201,"Accounting, and auditing activities","PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",Legal and accounting activities,"Accounting, bookkeeping and auditing activities; tax consultancy","Accounting, bookkeeping and auditing activities; tax consultancy","Accounting, and auditing activities","PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
M,69,69.2,69.20,69.20/2,NA,69202,Bookkeeping activities,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",Legal and accounting activities,"Accounting, bookkeeping and auditing activities; tax consultancy","Accounting, bookkeeping and auditing activities; tax consultancy",Bookkeeping activities,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
M,69,69.2,69.20,69.20/3,NA,69203,Tax consultancy,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",Legal and accounting activities,"Accounting, bookkeeping and auditing activities; tax consultancy","Accounting, bookkeeping and auditing activities; tax consultancy",Tax consultancy,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
M,70,NA,NA,NA,NA,70000,Activities of head offices; management consultancy activities,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",Activities of head offices; management consultancy activities,NA,NA,NA,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
M,70,70.1,NA,NA,NA,70100,Activities of head offices,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",Activities of head offices; management consultancy activities,Activities of head offices,NA,NA,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
M,70,70.1,70.10,NA,NA,70100,Activities of head offices,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",Activities of head offices; management consultancy activities,Activities of head offices,Activities of head offices,NA,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
M,70,70.2,NA,NA,NA,70200,Management consultancy activities,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",Activities of head offices; management consultancy activities,Management consultancy activities,NA,NA,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
M,70,70.2,70.21,NA,NA,70210,Public relations and communication activities,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",Activities of head offices; management consultancy activities,Management consultancy activities,Public relations and communication activities,NA,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
M,70,70.2,70.22,NA,NA,70220,Business and other management consultancy activities,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",Activities of head offices; management consultancy activities,Management consultancy activities,Business and other management consultancy activities,NA,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
M,70,70.2,70.22,70.22/1,NA,70221,Financial management,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",Activities of head offices; management consultancy activities,Management consultancy activities,Business and other management consultancy activities,Financial management,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
M,70,70.2,70.22,70.22/9,NA,70229,Management consultancy activities (other than financial management),"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",Activities of head offices; management consultancy activities,Management consultancy activities,Business and other management consultancy activities,Management consultancy activities (other than financial management),"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
M,71,NA,NA,NA,NA,71000,Architectural and engineering activities; technical testing and analysis,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",Architectural and engineering activities; technical testing and analysis,NA,NA,NA,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
M,71,71.1,NA,NA,NA,71100,Architectural and engineering activities and related technical consultancy,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",Architectural and engineering activities; technical testing and analysis,Architectural and engineering activities and related technical consultancy,NA,NA,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
M,71,71.1,71.11,NA,NA,71110,Architectural activities,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",Architectural and engineering activities; technical testing and analysis,Architectural and engineering activities and related technical consultancy,Architectural activities,NA,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
M,71,71.1,71.11,71.11/1,NA,71111,Architectural activities,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",Architectural and engineering activities; technical testing and analysis,Architectural and engineering activities and related technical consultancy,Architectural activities,Architectural activities,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
M,71,71.1,71.11,71.11/2,NA,71112,Urban planning and landscape architectural activities,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",Architectural and engineering activities; technical testing and analysis,Architectural and engineering activities and related technical consultancy,Architectural activities,Urban planning and landscape architectural activities,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
M,71,71.1,71.12,NA,NA,71120,Engineering activities and related technical consultancy,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",Architectural and engineering activities; technical testing and analysis,Architectural and engineering activities and related technical consultancy,Engineering activities and related technical consultancy,NA,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
M,71,71.1,71.12,71.12/1,NA,71121,Engineering design activities for industrial process and production,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",Architectural and engineering activities; technical testing and analysis,Architectural and engineering activities and related technical consultancy,Engineering activities and related technical consultancy,Engineering design activities for industrial process and production,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
M,71,71.1,71.12,71.12/2,NA,71122,Engineering related scientific and technical consulting activities,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",Architectural and engineering activities; technical testing and analysis,Architectural and engineering activities and related technical consultancy,Engineering activities and related technical consultancy,Engineering related scientific and technical consulting activities,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
M,71,71.1,71.12,71.12/9,NA,71129,Other engineering activities (not including engineering design for industrial process and production or engineering related scientific and technical consulting activities),"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",Architectural and engineering activities; technical testing and analysis,Architectural and engineering activities and related technical consultancy,Engineering activities and related technical consultancy,Other engineering activities (not including engineering design for industrial process and production or engineering related scientific and technical consulting activities),"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
M,71,71.2,NA,NA,NA,71200,Technical testing and analysis,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",Architectural and engineering activities; technical testing and analysis,Technical testing and analysis,NA,NA,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
M,71,71.2,71.20,NA,NA,71200,Technical testing and analysis,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",Architectural and engineering activities; technical testing and analysis,Technical testing and analysis,Technical testing and analysis,NA,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
M,72,NA,NA,NA,NA,72000,Scientific research and development,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",Scientific research and development,NA,NA,NA,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
M,72,72.1,NA,NA,NA,72100,Research and experimental development on natural sciences and engineering,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",Scientific research and development,Research and experimental development on natural sciences and engineering,NA,NA,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
M,72,72.1,72.11,NA,NA,72110,Research and experimental development on biotechnology,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",Scientific research and development,Research and experimental development on natural sciences and engineering,Research and experimental development on biotechnology,NA,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
M,72,72.1,72.19,NA,NA,72190,Other research and experimental development on natural sciences and engineering,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",Scientific research and development,Research and experimental development on natural sciences and engineering,Other research and experimental development on natural sciences and engineering,NA,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
M,72,72.2,NA,NA,NA,72200,Research and experimental development on social sciences and humanities,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",Scientific research and development,Research and experimental development on social sciences and humanities,NA,NA,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
M,72,72.2,72.20,NA,NA,72200,Research and experimental development on social sciences and humanities,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",Scientific research and development,Research and experimental development on social sciences and humanities,Research and experimental development on social sciences and humanities,NA,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
M,73,NA,NA,NA,NA,73000,Advertising and market research,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",Advertising and market research,NA,NA,NA,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
M,73,73.1,NA,NA,NA,73100,Advertising,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",Advertising and market research,Advertising,NA,NA,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
M,73,73.1,73.11,NA,NA,73110,Advertising agencies,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",Advertising and market research,Advertising,Advertising agencies,NA,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
M,73,73.1,73.12,NA,NA,73120,Media representation,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",Advertising and market research,Advertising,Media representation,NA,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
M,73,73.2,NA,NA,NA,73200,Market research and public opinion polling,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",Advertising and market research,Market research and public opinion polling,NA,NA,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
M,73,73.2,73.20,NA,NA,73200,Market research and public opinion polling,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",Advertising and market research,Market research and public opinion polling,Market research and public opinion polling,NA,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
M,74,NA,NA,NA,NA,74000,"Other professional, scientific and technical activities","PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","Other professional, scientific and technical activities",NA,NA,NA,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
M,74,74.1,NA,NA,NA,74100,Specialised design activities,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","Other professional, scientific and technical activities",Specialised design activities,NA,NA,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
M,74,74.1,74.10,NA,NA,74100,Specialised design activities,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","Other professional, scientific and technical activities",Specialised design activities,Specialised design activities,NA,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
M,74,74.2,NA,NA,NA,74200,Photographic activities,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","Other professional, scientific and technical activities",Photographic activities,NA,NA,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
M,74,74.2,74.20,NA,NA,74200,Photographic activities,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","Other professional, scientific and technical activities",Photographic activities,Photographic activities,NA,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
M,74,74.2,74.20,74.20/1,NA,74201,Portrait photographic activities,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","Other professional, scientific and technical activities",Photographic activities,Photographic activities,Portrait photographic activities,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
M,74,74.2,74.20,74.20/2,NA,74202,Other specialist photography (not including portrait photography),"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","Other professional, scientific and technical activities",Photographic activities,Photographic activities,Other specialist photography (not including portrait photography),"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
M,74,74.2,74.20,74.20/3,NA,74203,Film processing,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","Other professional, scientific and technical activities",Photographic activities,Photographic activities,Film processing,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
M,74,74.2,74.20,74.20/9,NA,74209,Other photographic activities (not including portrait and other specialist photography and film processing) n.e.c.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","Other professional, scientific and technical activities",Photographic activities,Photographic activities,Other photographic activities (not including portrait and other specialist photography and film processing) n.e.c.,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
M,74,74.3,NA,NA,NA,74300,Translation and interpretation activities,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","Other professional, scientific and technical activities",Translation and interpretation activities,NA,NA,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
M,74,74.3,74.30,NA,NA,74300,Translation and interpretation activities,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","Other professional, scientific and technical activities",Translation and interpretation activities,Translation and interpretation activities,NA,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
M,74,74.9,NA,NA,NA,74900,"Other professional, scientific and technical activities n.e.c.","PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","Other professional, scientific and technical activities","Other professional, scientific and technical activities n.e.c.",NA,NA,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
M,74,74.9,74.90,NA,NA,74900,"Other professional, scientific and technical activities n.e.c.","PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","Other professional, scientific and technical activities","Other professional, scientific and technical activities n.e.c.","Other professional, scientific and technical activities n.e.c.",NA,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
M,74,74.9,74.90,74.90/1,NA,74901,Environmental consulting activities,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","Other professional, scientific and technical activities","Other professional, scientific and technical activities n.e.c.","Other professional, scientific and technical activities n.e.c.",Environmental consulting activities,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
M,74,74.9,74.90,74.90/2,NA,74902,Quantity surveying activities,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","Other professional, scientific and technical activities","Other professional, scientific and technical activities n.e.c.","Other professional, scientific and technical activities n.e.c.",Quantity surveying activities,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
M,74,74.9,74.90,74.90/9,NA,74909,"Other professional, scientific and technical activities (not including environmental consultancy or quantity surveying) n.e.c.","PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","Other professional, scientific and technical activities","Other professional, scientific and technical activities n.e.c.","Other professional, scientific and technical activities n.e.c.","Other professional, scientific and technical activities (not including environmental consultancy or quantity surveying) n.e.c.","PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
M,75,NA,NA,NA,NA,75000,Veterinary activities,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",Veterinary activities,NA,NA,NA,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
M,75,75.0,NA,NA,NA,75000,Veterinary activities,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",Veterinary activities,Veterinary activities,NA,NA,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
M,75,75.0,75.00,NA,NA,75000,Veterinary activities,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",Veterinary activities,Veterinary activities,Veterinary activities,NA,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
N,NA,NA,NA,NA,NA,NA,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,Veterinary activities,Veterinary activities,Veterinary activities,NA,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES
N,77,NA,NA,NA,NA,77000,Rental and leasing activities,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,Rental and leasing activities,NA,NA,NA,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES
N,77,77.1,NA,NA,NA,77100,Renting and leasing of motor vehicles,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,Rental and leasing activities,Renting and leasing of motor vehicles,NA,NA,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES
N,77,77.1,77.11,NA,NA,77110,Renting and leasing of cars and light motor vehicles,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,Rental and leasing activities,Renting and leasing of motor vehicles,Renting and leasing of cars and light motor vehicles,NA,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES
N,77,77.1,77.12,NA,NA,77120,Renting and leasing of trucks,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,Rental and leasing activities,Renting and leasing of motor vehicles,Renting and leasing of trucks,NA,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES
N,77,77.2,NA,NA,NA,77200,Renting and leasing of personal and household goods,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,Rental and leasing activities,Renting and leasing of personal and household goods,NA,NA,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES
N,77,77.2,77.21,NA,NA,77210,Renting and leasing of recreational and sports goods,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,Rental and leasing activities,Renting and leasing of personal and household goods,Renting and leasing of recreational and sports goods,NA,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES
N,77,77.2,77.22,NA,NA,77220,Renting of video tapes and disks,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,Rental and leasing activities,Renting and leasing of personal and household goods,Renting of video tapes and disks,NA,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES
N,77,77.2,77.29,NA,NA,77290,Renting and leasing of other personal and household goods,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,Rental and leasing activities,Renting and leasing of personal and household goods,Renting and leasing of other personal and household goods,NA,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES
N,77,77.2,77.29,77.29/1,NA,77291,Renting and leasing of media entertainment equipment,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,Rental and leasing activities,Renting and leasing of personal and household goods,Renting and leasing of other personal and household goods,Renting and leasing of media entertainment equipment,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES
N,77,77.2,77.29,77.29/9,NA,77299,Renting and leasing of other personal and household goods (other than media entertainment equipment),ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,Rental and leasing activities,Renting and leasing of personal and household goods,Renting and leasing of other personal and household goods,Renting and leasing of other personal and household goods (other than media entertainment equipment),ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES
N,77,77.3,NA,NA,NA,77300,"Renting and leasing of other machinery, equipment and tangible goods",ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,Rental and leasing activities,"Renting and leasing of other machinery, equipment and tangible goods",NA,NA,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES
N,77,77.3,77.31,NA,NA,77310,Renting and leasing of agricultural machinery and equipment,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,Rental and leasing activities,"Renting and leasing of other machinery, equipment and tangible goods",Renting and leasing of agricultural machinery and equipment,NA,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES
N,77,77.3,77.32,NA,NA,77320,Renting and leasing of construction and civil engineering machinery and equipment,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,Rental and leasing activities,"Renting and leasing of other machinery, equipment and tangible goods",Renting and leasing of construction and civil engineering machinery and equipment,NA,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES
N,77,77.3,77.33,NA,NA,77330,Renting and leasing of office machinery and equipment (including computers),ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,Rental and leasing activities,"Renting and leasing of other machinery, equipment and tangible goods",Renting and leasing of office machinery and equipment (including computers),NA,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES
N,77,77.3,77.34,NA,NA,77340,Renting and leasing of water transport equipment,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,Rental and leasing activities,"Renting and leasing of other machinery, equipment and tangible goods",Renting and leasing of water transport equipment,NA,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES
N,77,77.3,77.34,77.34/1,NA,77341,Renting and leasing of passenger water transport equipment,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,Rental and leasing activities,"Renting and leasing of other machinery, equipment and tangible goods",Renting and leasing of water transport equipment,Renting and leasing of passenger water transport equipment,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES
N,77,77.3,77.34,77.34/2,NA,77342,Renting and leasing of freight water transport equipment,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,Rental and leasing activities,"Renting and leasing of other machinery, equipment and tangible goods",Renting and leasing of water transport equipment,Renting and leasing of freight water transport equipment,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES
N,77,77.3,77.35,NA,NA,77350,Renting and leasing of air transport equipment,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,Rental and leasing activities,"Renting and leasing of other machinery, equipment and tangible goods",Renting and leasing of air transport equipment,NA,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES
N,77,77.3,77.35,77.35/1,NA,77351,Renting and leasing of passenger air transport equipment,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,Rental and leasing activities,"Renting and leasing of other machinery, equipment and tangible goods",Renting and leasing of air transport equipment,Renting and leasing of passenger air transport equipment,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES
N,77,77.3,77.35,77.35/2,NA,77352,Renting and leasing of freight air transport equipment,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,Rental and leasing activities,"Renting and leasing of other machinery, equipment and tangible goods",Renting and leasing of air transport equipment,Renting and leasing of freight air transport equipment,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES
N,77,77.3,77.39,NA,NA,77390,"Renting and leasing of other machinery, equipment and tangible goods n.e.c.",ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,Rental and leasing activities,"Renting and leasing of other machinery, equipment and tangible goods","Renting and leasing of other machinery, equipment and tangible goods n.e.c.",NA,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES
